TimeTemperature
1510225391.0000,34.5000
1510225423.0000,34.2500
1510225454.0000,34.0000
1510225485.0000,33.7500
1510225516.0000,33.7500
1510225547.0000,34.0000
1510225579.0000,34.0000
1510225610.0000,34.0000
1510225641.0000,33.7500
1510225672.0000,34.0000
1510225704.0000,33.7500
1510225735.0000,33.7500
1510225766.0000,33.7500
1510225797.0000,33.7500
1510225828.0000,33.7500
1510225860.0000,33.7500
1510225891.0000,33.5000
1510225932.0000,33.7500
1510225963.0000,33.5000
1510225994.0000,33.5000
1510226025.0000,33.2500
1510226057.0000,33.5000
1510226088.0000,33.2500
1510226119.0000,33.2500
1510226150.0000,33.2500
1510226182.0000,33.2500
1510226213.0000,33.0000
1510226244.0000,33.0000
1510226275.0000,33.0000
1510226306.0000,33.0000
1510226338.0000,33.0000
1510226369.0000,33.0000
1510226400.0000,33.0000
1510226444.0000,33.0000
1510226475.0000,33.0000
1510226506.0000,33.0000
1510226537.0000,33.0000
1510226569.0000,32.7500
1510226600.0000,33.0000
1510226631.0000,33.0000
1510226662.0000,32.7500
1510226693.0000,33.0000
1510226725.0000,32.7500
1510226756.0000,33.0000
1510226787.0000,32.7500
1510226818.0000,32.7500
1510226850.0000,32.7500
1510226881.0000,32.7500
1510226912.0000,32.7500
1510226956.0000,32.7500
1510226987.0000,32.7500
1510227018.0000,32.7500
1510227049.0000,32.7500
1510227081.0000,32.7500
1510227112.0000,32.7500
1510227143.0000,32.7500
1510227174.0000,32.5000
1510227205.0000,32.7500
1510227237.0000,32.5000
1510227268.0000,32.7500
1510227299.0000,32.5000
1510227330.0000,32.7500
1510227362.0000,32.5000
1510227393.0000,32.5000
1510227424.0000,32.5000
1510227468.0000,32.5000
1510227499.0000,32.5000
1510227530.0000,32.5000
1510227561.0000,32.5000
1510227593.0000,32.5000
1510227624.0000,32.5000
1510227655.0000,32.5000
1510227686.0000,32.5000
1510227717.0000,32.5000
1510227749.0000,32.2500
1510227780.0000,32.5000
1510227811.0000,32.2500
1510227842.0000,32.5000
1510227874.0000,32.2500
1510227905.0000,32.5000
1510227936.0000,32.2500
1510227980.0000,32.5000
1510228011.0000,32.2500
1510228042.0000,32.5000
1510228073.0000,32.2500
1510228105.0000,32.5000
1510228136.0000,32.2500
1510228167.0000,32.2500
1510228198.0000,32.2500
1510228229.0000,32.2500
1510228261.0000,32.0000
1510228292.0000,32.2500
1510228323.0000,32.0000
1510228354.0000,32.2500
1510228386.0000,32.0000
1510228417.0000,32.0000
1510228448.0000,32.0000
1510228492.0000,32.0000
1510228523.0000,32.0000
1510228554.0000,32.0000
1510228585.0000,32.0000
1510228617.0000,32.0000
1510228648.0000,32.0000
1510228679.0000,32.0000
1510228710.0000,32.0000
1510228741.0000,32.0000
1510228773.0000,32.0000
1510228804.0000,32.0000
1510228835.0000,31.7500
1510228866.0000,32.0000
1510228898.0000,31.7500
1510228929.0000,32.0000
1510228960.0000,31.7500
1510229004.0000,32.0000
1510229035.0000,31.7500
1510229066.0000,32.0000
1510229097.0000,31.7500
1510229129.0000,32.0000
1510229160.0000,31.7500
1510229191.0000,32.0000
1510229222.0000,31.7500
1510229253.0000,32.0000
1510229285.0000,31.7500
1510229316.0000,31.7500
1510229347.0000,31.7500
1510229378.0000,31.7500
1510229410.0000,31.7500
1510229441.0000,31.7500
1510229472.0000,31.7500
1510229516.0000,31.7500
1510229547.0000,31.7500
1510229578.0000,31.7500
1510229609.0000,31.7500
1510229641.0000,31.7500
1510229672.0000,31.7500
1510229703.0000,31.7500
1510229734.0000,31.7500
1510229765.0000,31.7500
1510229797.0000,31.7500
1510229828.0000,31.7500
1510229859.0000,31.7500
1510229890.0000,31.7500
1510229922.0000,31.7500
1510229953.0000,31.7500
1510229984.0000,31.5000
1510230028.0000,31.7500
1510230059.0000,31.7500
1510230090.0000,31.7500
1510230121.0000,31.7500
1510230153.0000,31.7500
1510230184.0000,31.7500
1510230215.0000,31.7500
1510230246.0000,31.5000
1510230277.0000,31.7500
1510230309.0000,31.7500
1510230340.0000,31.7500
1510230371.0000,31.5000
1510230402.0000,31.7500
1510230434.0000,31.5000
1510230465.0000,31.7500
1510230496.0000,31.5000
1510230540.0000,31.7500
1510230571.0000,31.5000
1510230602.0000,31.5000
1510230633.0000,31.5000
1510230665.0000,31.5000
1510230696.0000,31.5000
1510230727.0000,31.7500
1510230758.0000,31.5000
1510230789.0000,31.5000
1510230821.0000,31.5000
1510230852.0000,31.5000
1510230883.0000,31.5000
1510230914.0000,31.5000
1510230946.0000,31.5000
1510230977.0000,31.5000
1510231008.0000,31.5000
1510231052.0000,31.5000
1510231083.0000,31.5000
1510231114.0000,31.5000
1510231145.0000,31.5000
1510231177.0000,31.5000
1510231208.0000,31.5000
1510231239.0000,31.5000
1510231270.0000,31.5000
1510231301.0000,31.5000
1510231333.0000,31.5000
1510231364.0000,31.5000
1510231395.0000,31.5000
1510231426.0000,31.5000
1510231458.0000,31.5000
1510231489.0000,31.5000
1510231520.0000,31.5000
1510231564.0000,31.5000
1510231595.0000,31.5000
1510231626.0000,31.5000
1510231657.0000,31.5000
1510231689.0000,31.5000
1510231720.0000,31.5000
1510231751.0000,31.5000
1510231782.0000,31.2500
1510231813.0000,31.5000
1510231845.0000,31.2500
1510231876.0000,31.5000
